20131113 174432.838 org.eclipse.paho.client.mqttv3.test.logging.LoggingUtilities     banner                         
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiSubscriber8: key=Disc message=DISCONNECT
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiSubscriber8: key=Disc token=org.eclipse.paho.client.mqttv3.MqttToken@10e07658
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.Token                    waitUntilSent                  MultiSubscriber8: wait key=Disc
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiSubscriber8: network send key=Disc msg=DISCONNECT
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.wire.MqttOutputStream     write                          null: 500
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.ClientState              notifySent                     MultiSubscriber8: key=Disc
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.Token                    notifySent                     MultiSubscriber8: > key=Disc
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.Token                    markComplete                   MultiSubscriber8: >key=Disc response=null excep=null
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiSubscriber8: wait for 59,798 ms for new work or for space in the inflight window
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.ClientComms              shutdownConnection             MultiSubscriber8: state=DISCONNECTING
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           MultiSubscriber8: stopping
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           MultiSubscriber8: notify workAvailable and wait for run
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber8: notify spaceAvailable
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           MultiSubscriber8: stopped
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            stop                           MultiSubscriber8: stopping
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber8: Stopping due to IOException
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber8: <
20131113 174512.571 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            stop                           MultiSubscriber8: stopped
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          quiesce                        MultiSubscriber8: resp=Client is currently disconnecting (32102)
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientComms              handleOldTokens                MultiSubscriber8: >
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientState              resolveOldTokens               MultiSubscriber8: reason null
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          getOutstandingTokens           MultiSubscriber8: >
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          removeToken                    MultiSubscriber8: key=Disc
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientState              disconnected                   MultiSubscriber8: disconnected
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientState              clearState                     MultiSubscriber8: >
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          clear                          MultiSubscriber8: > 0 tokens
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsSender              stop                           MultiSubscriber8: stopping sender
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyQueueLock                MultiSubscriber8: notifying queueLock holders
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiSubscriber8: no outstanding flows and not connected
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiSubscriber8: get message returned null, stopping}
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiSubscriber8: <
20131113 174512.572 org.eclipse.paho.client.mqttv3.internal.CommsSender              stop                           MultiSubscriber8: stopped
20131113 174512.573 org.eclipse.paho.client.mqttv3.internal.ClientComms              shutdownConnection             MultiSubscriber8: state=DISCONNECTED
20131113 174512.573 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleActionComplete           MultiSubscriber8: callback and notify for key=Disc
20131113 174512.573 org.eclipse.paho.client.mqttv3.internal.Token                    notifyComplete                 MultiSubscriber8: >key=Disc response=null excep=null
20131113 174512.573 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                MultiSubscriber8: key=Disc response=null
20131113 174512.573 org.eclipse.paho.client.mqttv3.test.SendReceiveAsyncTest         testMultipleClients            Close...
20131113 174512.573 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   close                          MultiSubscriber8: <
20131113 174512.573 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          clear                          MultiSubscriber8: > 0 tokens
20131113 174512.573 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   close                          MultiSubscriber8: >
20131113 174512.574 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     MultiSubscriber9: > quiesceTimeout=30,000 userContext=null callback=null
20131113 174512.574 org.eclipse.paho.client.mqttv3.internal.ClientComms              disconnect                     MultiSubscriber9: state=DISCONNECTING
20131113 174512.574 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     MultiSubscriber9: <
20131113 174512.574 org.eclipse.paho.client.mqttv3.test.SendReceiveAsyncTest         testMultipleClients            Disconnecting...MultiSubscriber9
20131113 174512.574 org.eclipse.paho.client.mqttv3.internal.ClientComms              disconnectBG:run               MultiSubscriber9: >
20131113 174512.574 org.eclipse.paho.client.mqttv3.internal.ClientState              quiesce                        MultiSubscriber9: timeout=30,000
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.CommsCallback            quiesce                        MultiSubscriber9: quiesce notify spaceAvailable
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    waitForCompletion              MultiSubscriber9: key=null wait max=-1 token=key=null ,topics= ,usercontext=null ,isComplete=false ,isNotified=false ,exception=null ,actioncallback=null
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyQueueLock                MultiSubscriber9: notifying queueLock holders
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientState              quiesce                        MultiSubscriber9: finished
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientComms              internalSend                   MultiSubscriber9: internalSend key=Disc message=DISCONNECT token=org.eclipse.paho.client.mqttv3.MqttToken@6e551f11
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientState              send                           MultiSubscriber9: pending send key=0 message DISCONNECT
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                MultiSubscriber9: >key=null timeout=-1 sent=false completed=false hasException=false response=null token=key=null ,topics= ,usercontext=null ,isComplete=false ,isNotified=false ,exception=null ,actioncallback=null
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            MultiSubscriber9: wait for 56,991 ms for new work or for space in the inflight window
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                MultiSubscriber9: key=null wait max=-1
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiSubscriber9: key=Disc message=DISCONNECT
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      MultiSubscriber9: key=Disc token=org.eclipse.paho.client.mqttv3.MqttToken@6e551f11
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    waitUntilSent                  MultiSubscriber9: wait key=Disc
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            MultiSubscriber9: network send key=Disc msg=DISCONNECT
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.wire.MqttOutputStream     write                          null: 500
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.ClientState              notifySent                     MultiSubscriber9: key=Disc
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    notifySent                     MultiSubscriber9: > key=Disc
20131113 174512.575 org.eclipse.paho.client.mqttv3.internal.Token                    markComplete                   MultiSubscriber9: >key=Disc response=null excep=null
